rawData	tokens	sentiment	Category
Ukraine-Russia tensions: Russian troops warned by Ukrainian general 'land will be flooded' with their blood | World News | Sky News https://t.co/75m3UrsEiS	ukrainerussia tension troop warned ukrainian general land flooded blood world news sky news	-0.5859	Negative
Indian students claim that the border guards were abusing them because of India abstaining on a UNSC resolution against Russian invasion of Ukraine https://t.co/fdoNGZNNQV	indian student claim border guard abusing india abstaining unsc resolution invasion ukraine	-0.4588	Neutral
@mrSatias @charlyjsp @Puolustusvoimat @Finnchod @yleuutiset @hsfi OK.... So why are they massing tens of thousands of soldiers to the Ukrainian border and why are they fighting inside the eastern parts of the sovereign state Ukraine? What about Crimea?	ok massing ten thousand soldier ukrainian border fighting inside eastern part sovereign state ukraine crimea	-0.0772	Neutral
@karIasrings it’s between russia and ukraine but nato (including the US) is with ukraine. there might be a war thou but let’s hope not. 🙏	russia ukraine nato including u ukraine war thou let hope	-0.3612	Neutral
@POTUS @UkrWarReport More lies	lie	-0.4754	Neutral
Nor will he tell you WHY the Russian stock market is closed...and WHY the central bank has collapsed!	tell stock market closedand central bank collapsed	-0.2732	Neutral
"\@JPRuehmann @neythomas @MarkHintz3 @romantikkiez @jrotermund @NATO Jetzt nennst Du es \""\""Panikmache\""\""""	jetzt nennst du e panikmache	0.0	Neutral"
"\@trussliz That's a really  tough sanction - \""\""If you don't withdraw your troops from the Ukraine border we'll keep sending daft Liz to visit you\""\"".\""""	thats really tough sanction dont withdraw troop ukraine border well keep sending daft liz visit	0.079	Neutral"
"\@HillelNeuer @BenMFreeman Tell them it's actually the IDF camouflaged as the Russian Army which is invading Ukraine. You'll see how everyone and their mother starts sensing troops over to fight the \""\""evil""	tell actually idf camouflaged army invading ukraine youll see everyone mother start sensing troop fight evil	-0.7906	Negative"
"\\""\""I think it's clear that it is not Bangladesh that is going to start a war in #Ukraine""	think clear bangladesh going start war ukraine	-0.3182	Neutral"
'protected': False	protected false	0.4404	Neutral
If war breaks out in Ukraine will Biden leave Americans to fend for themselves just like he did in Afghanistan?	war break ukraine biden leave american fend like afghanistan	-0.3818	Neutral
Many Japanese wish for peace in Ukraine.	many japanese wish peace ukraine	0.7351	Positive
and the answer being	answer	0.0	Neutral
I agree that additional sanctions on Russia should wait unless and until Russian forces massing on the border moved into Ukraine. But I would consider starting highly visible preparations for natural gas deliveries to Germany. Message: we will stick it out.	agree additional sanction russia wait unless force massing border moved ukraine consider starting highly visible preparation natural gas delivery germany message stick	0.6124	Positive
@andersostlund Ukraine is an important part of the European community! #StandWithUkraine 🇺🇦 ❤️ 🇪🇺	ukraine important part european community standwithukraine	0.2023	Neutral
Ukraine to join NATO intel-sharing cyberdefense hub - @serghei	ukraine join nato intelsharing cyberdefense hub	0.296	Neutral
friend to socialist	friend socialist	0.4939	Neutral
🙏🏻#UkraineWar #UkraineRussia #russianinvasion https://t.co/kfIL0uOu7r	ukrainewar ukrainerussia russianinvasion	0.0	Neutral
@POTUS wants #Ukraine to use #LethalWeapons against @KremlinRussia_E ~	want ukraine use lethalweapons	0.0	Neutral
"\When Russia says it wants \""\""security guarantees\""\"" and rolling back NATO to 1990""	russia say want security guarantee rolling back nato	0.34	Neutral"
@SenBlumenthal What are you smoking? Helping defend Ukraine is lip service only by the US Government and NATO… and putin knows it. Ukraine sadly stands alone.	smoking helping defend ukraine lip service u government nato putin know ukraine sadly stand alone	-0.3818	Neutral
@Ukraine #StandWithUkraine	standwithukraine	0.0	Neutral
"'rawDescription': \\""Quality of life issues #PyroceneEra #NorCal #Crochet #HarmReduction #Nicotine #ShitShow2022 #Disability\\n#Metasonix \\nyou ppl make me sick.\\n😺y'all be easy\""\""""	rawdescription quality life issue pyroceneera norcal crochet harmreduction nicotine shitshow disabilitynmetasonix nyou ppl make sicknyall easy	0.4404	Neutral"
@neontaster How? Ukraine isn't in NATO.	ukraine isnt nato	0.0	Neutral
Germany is sending the Ukraine 5000 military hard hats.  As a way of supporting Ukraine.  Germany you're pathetic. #Germany #Ukraine #NATO https://t.co/NuGltjqWeC	germany sending ukraine military hard hat way supporting ukraine germany youre pathetic germany ukraine nato	-0.296	Neutral
"tarihçi; deli filozof | 🇹🇷🇺🇦🇮🇱🇬🇷🇬🇧\\""""	tarihi deli filozof	0.0	Neutral"
"'rawDescription': \\""I'm a Security Evangelist and author working to keep businesses and families safe online.\""\""""	rawdescription im security evangelist author working keep business family safe online	0.6486	Positive"
"\@Melusaaste Pointing this double standard out is not to say \""\""hey""	pointing double standard say hey	0.0	Neutral"
@PrimeministerGR Thank You Prime Minister of Greece!	thank prime minister greece	0.3612	Neutral
@MrJoKeR604 @jamie_blom The guy that got Ukraine and NATO right? You’re part of the problem brah	guy got ukraine nato right youre part problem brah	-0.4019	Neutral
"\@RexDart1 @exe1cz @TTuna402 @oryxspioenkop Maybe.  There were reports during the Russian \""\""training\""\"" period on the Ukraine border last month that the troops were selling their diesel to buy food. Now we see the results.\""""	maybe report training period ukraine border last month troop selling diesel buy food see result	0.0	Neutral"
What will be the repercussions if the World War 3 happens? watch	repercussion world war happens watch	-0.5994	Negative
@theragex Then stop pouring weapons into Ukraine like a war is imminent. Stop all the US spy plane flights in Ukraine every day. Stop sending NATO warships to the Black Sea.	stop pouring weapon ukraine like war imminent stop u spy plane flight ukraine every day stop sending nato warship black sea	-0.886	Negative
