rawData	tokens	sentiment	Category
"\"#Ukrainian forces say they have repelled an attack on the country's second city, #Kharkov, after fierce clashes with #Russian forces. Regional governor Oleh Synehubov said the city was now rid of Russian troops - after street-to-street fighting. #Ukraine #Russia #Kiev #Kyiv https://t.co/PY1zFbJSoQ\"	ukrainian force say repelled attack country second city kharkov fierce clash force regional governor oleh synehubov said city rid troop streettostreet fighting ukraine russia kiev kyiv	-0.6808	Negative"
"\"#Ukrainian military statement concludes between 30,000 and 60,000 #Russian troops have been sent to #Ukraine\"	ukrainian military statement concludes troop sent ukraine	0.0	Neutral"
"\"#UkrainianWave 👋\"	ukrainianwave	0.0	Neutral"
"\"#Ukrainians  fleeing with their pets.\"	ukrainian fleeing pet	0.0	Neutral"
"\"#Ukrania\"	ukrania	0.0	Neutral"
"\"#Ukrania #PutinHitler #UkraineWar Please die ASAP 👉 https://t.co/4vwc8ifqKp\"	ukrania putinhitler ukrainewar please die asap	-0.3818	Neutral"
"\"#Ukrania #UkraineRussiaWar  #UkraineWar  Ukrayna polisinin yakaladığı Rus Ajan https://t.co/DoKwP0Gjr9\"	ukrania ukrainerussiawar ukrainewar ukrayna polisinin yakalad ru ajan	0.0	Neutral"
"\"#Uncategorized Along Ukraine’s northern border with Russia, some young people fear losing newfound identity https://t.co/Lq0rsHGQlS\"	uncategorized along ukraine northern border russia young people fear losing newfound identity	-0.7003	Negative"
"\"#Uncategorized Russia moving naval war games away from Irish coast amid tensions with West over Ukraine https://t.co/L1ZMeQAv73\"	uncategorized russia moving naval war game away irish coast amid tension west ukraine	-0.765	Negative"
"\"#Uncategorized What the shadow war in Ukraine might say about a possible Russian invasion https://t.co/0ZBgUtGJXw\"	uncategorized shadow war ukraine say possible invasion	-0.5994	Negative"
"\"#Unforgettable support of Ukrainian people to #Venezuela2014\"	unforgettable support ukrainian people venezuela	0.4019	Neutral"
"\"#UnitedStates President #JoeBiden is reportedly considering sending thousands more troops to #NATO allies in Eastern #Europe and #Baltic countries as fears that Russia will soon invade #Ukraine persist. https://t.co/lwZu8YkM6Q\"	unitedstates president joebiden reportedly considering sending thousand troop nato ally eastern europe baltic country fear russia soon invade ukraine persist	-0.4215	Neutral"
"\"#Update: Just in - A An-26 Russian transport aircraft of the Russian Air Force can carry at least 43 people, as it crached in in #Voronezh on #Russian land, after returning from having a mission in #Ukraine returning to their border base. https://t.co/J9rDSkwnUO\"	update transport aircraft air force carry least people crached voronezh land returning mission ukraine returning border base	0.0	Neutral"
"\"#Update: Just in - Video of more  #Russia|n military equipment and troops being uploading and departing from the border regions near #Ukraine. https://t.co/T2nZvaTlsm\"	update video military equipment troop uploading departing border region near ukraine	0.0	Neutral"
"\"#Update: Video footage from Ukrainian border town of #Sumy, showing you #Russia|n troops leaving towards the border of Russia, after the town shown great resistance, force and power, up till now it didn't get into the hands of the Russians. #Ukraine https://t.co/jekQvy6mXP\"	update video footage ukrainian border town sumy showing troop leaving towards border russia town shown great resistance force power till didnt get hand russian ukraine	0.6249	Positive"
"\"#UrvashiRautela why u stand with Ukraine when we needs support from Ukraine they denied us i respect u but this is not right As being indian https://t.co/MvlE07ATs2\"	urvashirautela stand ukraine need support ukraine denied u respect right indian	0.2382	Neutral"
"\"#VLAD_IS_MAD\"	vladismad	0.0	Neutral"
"\"#Venäjä tekee kaikkensa, jotta häviää myös propagandarintamalla.\"	venj tekee kaikkensa jotta hvi mys propagandarintamalla	0.0	Neutral"
"\"#Veterans and their Partners. The No. 1 Forces Discount Website supported by Combat Stress.\"\"\"	veteran partner force discount website supported combat stress	-0.6249	Negative"
"\"#WTF\"	wtf	-0.5859	Negative"
"\"#WTI #Crude #oil breaking out. $86 to $100+/bbl next.\"	wti crude oil breaking bbl next	-0.5719	Negative"
"\"#WakeUpWorld!\"	wakeupworld	0.0	Neutral"
"\"#War #Russia #Putin #Biden Biden and Putin End Their High-Stakes Call on Ukraine Tensions\"	war russia putin biden biden putin end highstakes call ukraine tension	-0.765	Negative"
"\"#War Games: #Russia Moves More #Troops to #Belarus, #NATO Warns Against #Invasion of the #Ukraine, #UK Sends Weapons, #Russian Diplomats Ordered Home from #Kiev:  https://t.co/1xCcDEpKzR\"	war game russia move troop belarus nato warns invasion ukraine uk sends weapon diplomat ordered home kiev	-0.802	Negative"
"\"#War Games: #Russian Troops Hold Joint #Military Drills in #Belarus in Continued Escalation of Events on the #Ukraine Border: https://t.co/tUV0a2SJ3J\"	war game troop hold joint military drill belarus continued escalation event ukraine border	-0.5994	Negative"
"\"#War Games: #Russian Troops Hold Joint #Military Drills in #Belarus in Continued Escalation of Events on the #Ukraine Border: https://t.co/tUV0a2SJ3J\"	war game troop hold joint military drill belarus continued escalation event ukraine border	-0.5994	Negative"
"\"#War in #Ukraine: #BBC suspends its journalists' work in #Russia\"	war ukraine bbc suspends journalist work russia	-0.5994	Negative"
"\"#WeAreNATO #StandWithUkraine https://t.co/FVSVp0WwdL\"	wearenato standwithukraine	0.0	Neutral"
"\"#WeAreStrongerTogether\"	wearestrongertogether	0.0	Neutral"
"\"#WeStandwithUkriane #UkraineWar #UkraineUnderAttack #Nazi #Nazism Stop supporting a Nazi government. https://t.co/wZMb6WfZbw\"	westandwithukriane ukrainewar ukraineunderattack nazi nazism stop supporting nazi government	0.1779	Neutral"
"\"#WednesdayThoughts #PresidentBiden has said #USA will not send troops to defend #Ukraine if #Russia invades. He said US is not obligated to defend Ukraine coz it's not a #NATO member. #VladimirPutin knows this. So he will direct Russia to invade Ukraine.   https://t.co/Dumr9Ue3sF\"	wednesdaythoughts presidentbiden said usa send troop defend ukraine russia invades said u obligated defend ukraine coz nato member vladimirputin know direct russia invade ukraine	0.0	Neutral"
"\"#WhatILearnedToday @RealRonPhillips @realBradStaggs\"	whatilearnedtoday	0.0	Neutral"
"\"#White #House says Russia could invade #Ukraine within the week - Feb 11 @ 3:08 PM ET https://t.co/HcFXZHsr0x\"	white house say russia invade ukraine within week feb pm et	0.0	Neutral"
"\"#WhiteHouse : under no circumstances will the #UnitedStates  send troops to #Ukraine to fight with #Russia\"	whitehouse circumstance unitedstates send troop ukraine fight russia	-0.5859	Negative"
"\"#WhiteHouse approves plan for US troops to help Americans leave Ukraine if Russia invades\"	whitehouse approves plan u troop help american leave ukraine russia invades	0.6369	Positive"
"\"#Who is invading whom? Many Thousand US forces already in Eastern Europe; War hysteria over Ukraine. As often politicians have their own ideas of running the world.\"	invading many thousand u force already eastern europe war hysteria ukraine often politician idea running world	-0.7783	Negative"
"\"#World #Russia #Ukraine #NATO #US\"	world russia ukraine nato u	0.0	Neutral"
"\"#World War III\"	world war iii	-0.5994	Negative"
"\"#WorldWarThreat | We have a very dangerous situation in Ukraine because ther's a concentration of foreign troops around Ukraine's border, troops of both sides. Any provocation would lead to serious conflict: Ruslan Bortnik, Political Analyst Live from Kyiv\"	worldwarthreat dangerous situation ukraine thers concentration foreign troop around ukraine border troop side provocation lead serious conflict ruslan bortnik political analyst live kyiv	-0.7178	Negative"
"\"#Yalta 2022: Ukraine herself seems to be in Yalta Agenda corruption. They @OlegNikolenko_ @MFA_Ukraine don't tell us from #Luhansk. #LNR includes #FIN troops total 20.000. soldiers etc. When they came to LNR at December -21, it followed the complete LNR silence by corrupted ones. https://t.co/xF6ZECdOrd\"	yalta ukraine seems yalta agenda corruption dont tell u luhansk lnr includes fin troop total soldier etc came lnr december followed complete lnr silence corrupted one	0.0	Neutral"
"\"#Zelensky good luck sir, millions of people support and stand with Ukraine 💖\"	zelensky good luck sir million people support stand ukraine	0.8225	Positive"
"\"#abolishNATO has to be the dumbest shit ive seen in a while, just because ukraine cant join nato doesnt make it a bad thing.\"	abolishnato dumbest shit ive seen ukraine cant join nato doesnt make bad thing	-0.713	Negative"
"\"#auspol another layer to Ukraine\"	auspol another layer ukraine	0.0	Neutral"
"\"#bbc6oclocknews..guttersnipe JOURNALIST...employed by subversive countries..If war breaks out in the Ukraine...send LAURA KUINSBURG AND FOLLOWING JOURNALIST...Hopefully they willl disapear from the face of the earth!\"	bbcoclocknewsguttersnipe journalistemployed subversive countriesif war break ukrainesend laura kuinsburg following journalisthopefully willl disapear face earth	-0.7003	Negative"
"\"#bbcnews preparing us for yet another pointless foreign war #Ukraine\"	bbcnews preparing u yet another pointless foreign war ukraine	-0.5994	Negative"
"\"#bbcqt  Russian right don’t back him@in corner, Nato eastward expansion was wrong , thrre is American bio lab in #Ukraine\"	bbcqt right dont back corner nato eastward expansion wrong thrre american bio lab ukraine	-0.4767	Neutral"
"\"#bbcqt @bbcqt\"	bbcqt	0.0	Neutral"
"\"#biden We cannot stand by while Russia invades Ukraine--every human across the world should be outraged and be racing to Ukraine to stand for democracy and peace.  I plan to fly there and stand with Ukraine it is worthy of WW3; Putin starting a war is unacceptable; we must fight.\"	biden cannot stand russia invades ukraineevery human across world outraged racing ukraine stand democracy peace plan fly stand ukraine worthy ww putin starting war unacceptable fight	-0.765	Negative"
"\"#bitcoin #cryptocurrency there will no no war as Ukraine will not join NATO, obviously that's the only demand of Russia. RUSSIA don't want any nearby nation to join NATO forces.\"	bitcoin cryptocurrency war ukraine join nato obviously thats demand russia russia dont want nearby nation join nato force	-0.8956	Negative"
"\"#bitcoin very useful even in war zooms lol. donations are pouring into Ukraine as Russia masses troops on the border #cryptocurrency #ukraine #russia  @cnbc https://t.co/x27SgNdKQV\"	bitcoin useful even war zoom lol donation pouring ukraine russia mass troop border cryptocurrency ukraine russia	0.2716	Neutral"
"\"#britishnationals in #Ukraine are not able to cross the border to #romania they are stranded @BBCNewsnight @BBCBreakfast @BBCBreaking @itvnews @Channel4News https://t.co/aQETSVSTlk\"	britishnationals ukraine able cross border romania stranded	0.0	Neutral"
"\"#canpoli\"	canpoli	0.0	Neutral"
"\"#cdnpoli #ableg #NoFlyZone\"	cdnpoli ableg noflyzone	0.0	Neutral"
"\"#cybersecurity #CyberSec #infosec Epic PsyOp—Ukrainians Leak 120,000 Russian Troops’ Info https://t.co/RopKampleo\"	cybersecurity cybersec infosec epic psyopukrainians leak troop info	-0.34	Neutral"
"\"#efcmatchday #standwithukraine Sons first ever match day have fun Jasper! https://t.co/ozjThdwdcL\"	efcmatchday standwithukraine son first ever match day fun jasper	0.5106	Positive"
"\"#freenavalny #standwithukraine https://t.co/F398zUhU1G\"	freenavalny standwithukraine	0.0	Neutral"
"\"#fuckputin #StandWithUkraine https://t.co/fZ3fHwikc9\"	fuckputin standwithukraine	0.0	Neutral"
"\"#inspirational Ukraine President #Zelensky calls for ‘day of unity’ amid Russia threat #StandWithUkraine https://t.co/mJVfNCgBT6 via @YouTube\"	inspirational ukraine president zelensky call day unity amid russia threat standwithukraine via	-0.0258	Neutral"
"\"#istandwithrussia\"	istandwithrussia	0.0	Neutral"
"\"#jamesheappey says that thr  RAF evacuate people from Ukraine if something was to happen? Are they that incapable now of going into a conflict/war zone? Of course no one wants to lose a armed forces member but it is also their jobs. It makes the UK look weak and ineffective!\"	jamesheappey say thr raf evacuate people ukraine something happen incapable going conflictwar zone course one want lose armed force member also job make uk look weak ineffective	-0.8338	Negative"
"\"#jednafotografia\"	jednafotografia	0.0	Neutral"
"\"#jinek, even de context. ⬇️ #StandWithUkraine 🇺🇦 https://t.co/wxX8pIwpSe\"	jinek even de context standwithukraine	0.0	Neutral"
"\"#justbeginningtoprocess💡#thevastarray #ofincoming #UkraineWar #data💼\"	justbeginningtoprocessthevastarray ofincoming ukrainewar data	0.0	Neutral"
"\"#keypoint west cannot give in on certain principles even if ukraine is taken over. the insisting incertain things must lead to collision. these t hings are: .@secblinken .@kremlinrussia_e \"	keypoint west cannot give certain principle even ukraine taken insisting incertain thing lead collision hings	-0.1027	Neutral"
"\"#latestnews Pentagon puts 8,500 troops on 'higher-alert' over Russia-Ukraine tensions - https://t.co/8CkLnxLlYr (POST_EXCERPT}\"	latestnews pentagon put troop higheralert russiaukraine tension postexcerpt	-0.4019	Neutral"
"\"#latestnews UK sends 30 elite troops and 2,000 anti-tank weapons to Ukraine amid fears of Russian invasion - https://t.co/YqhbNtoM5G (POST_EXCERPT}\"	latestnews uk sends elite troop antitank weapon ukraine amid fear invasion postexcerpt	-0.6908	Negative"
"\"#latestnews Ukraine will ask Turkey to close Black Sea access to Russia if war breaks out -ambassador - https://t.co/Ht2XL9hKYm (POST_EXCERPT}\"	latestnews ukraine ask turkey close black sea access russia war break ambassador postexcerpt	-0.5994	Negative"
"\"#oustNeocons\"	oustneocons	0.0	Neutral"
"\"#parent | #kids | On Ukraine, U.S. and Russia Wage Signaling War to Avert Actual War https://t.co/nTIANS5UI1\"	parent kid ukraine u russia wage signaling war avert actual war	-0.8591	Negative"
"\"#photos: UK military releases new map revealing exactly how Russia allegedly plans to invade Ukraine https://t.co/YyGXqHa5Gh\"	photo uk military release new map revealing exactly russia allegedly plan invade ukraine	0.0	Neutral"
"\"#pmqs Just watching B.B.C. News and 2 young guys had come from the Netherlands to the Polish and Ukraine border to cook food for Ukraine, and we are still insisting on vista's and biometric checks on people fleeing war!! Get a f**king grip let the poor souls in no matter what!!!\"	pmqs watching bbc news young guy come netherlands polish ukraine border cook food ukraine still insisting vista biometric check people fleeing war get fking grip let poor soul matter	-0.8442	Negative"
"\"#politics #government Massive Russian convoy heads toward Kyiv as first round of peace talks ends: As a first round of peace talks concluded at the Ukraine-Belarus border on Monday, Ukrainian cities including Kharkiv in the east we https://t.co/ilnll0gOGS https://t.co/xf6jhwTCgn\"	politics government massive convoy head toward kyiv first round peace talk end first round peace talk concluded ukrainebelarus border monday ukrainian city including kharkiv east	0.7906	Positive"
"\"#polqc #polcan - Russia-Ukraine live updates: Biden says U.S. believes Putin has decided to invade Ukraine https://t.co/TMhM5UwFIW\"	polqc polcan russiaukraine live update biden say u belief putin decided invade ukraine	0.0	Neutral"
"\"#portaaporta dove sono tutte quelle persone che aiutano chi fugge dalla guerra ma non vanno mai a combatterla aiutando chi dalla propria terra non vuole fuggire ?! NATO e UE codarde ed ipocrite #Ukraine #Ucraina #Warzone\"	portaaporta dove sono tutte quelle persone che aiutano chi fugge dalla guerra non vanno mai combatterla aiutando chi dalla propria terra non vuole fuggire nato e ue codarde ed ipocrite ukraine ucraina warzone	0.0	Neutral"
"\"#powercrazyoutofdatewhitemale …. I agree and many Russians agree ..not in their name . The footage of Ukrainian citizens telling Russian troops they are unarmed was stunning. “ go on shoot me , “ aka war crime https://t.co/qV3lwBlRep\"	powercrazyoutofdatewhitemale agree many russian agree name footage ukrainian citizen telling troop unarmed stunning go shoot aka war crime	-0.4939	Neutral"
"\"#puckFutin #StandWithUkraine https://t.co/mNfqjpxOu2\"	puckfutin standwithukraine	0.0	Neutral"
"\"#putin\"	putin	0.0	Neutral"
"\"#putin #ukraine #war #famous #viral https://t.co/FuScBdLpus\"	putin ukraine war famous viral	-0.5994	Negative"
"\"#putin said a few hours ago\"	putin said hour ago	0.0	Neutral"
"\"#racism in the midst of #war #global #antiBlackness #Ukraine #wow #Border #Refugees https://t.co/D7S8oCqnzI\"	racism midst war global antiblackness ukraine wow border refugee	-0.6369	Negative"
"\"#romania #moldova stand with #ukraine #solidarity\"	romania moldova stand ukraine solidarity	0.296	Neutral"
"\"#russia says they’ve had 500 troops killed. #Ukraine claims it’s 7,000. Communists have never been great mathematicians. #freedom #democracy #fuckputin\"	russia say theyve troop killed ukraine claim communist never great mathematician freedom democracy fuckputin	-0.5565	Negative"
"\"#russian liberation style\"	liberation style	0.0	Neutral"
"\"#russiansoldiers you were not invited by the people of Ukraïn. #RussiaInvadedUkraine #StopPutinsWar #StopPutin #StopPutinNOW #StopPutinStopWar #russianinvasion #Russia #Russian #RussianUkrainewar\"	russiansoldiers invited people ukran russiainvadedukraine stopputinswar stopputin stopputinnow stopputinstopwar russianinvasion russia russianukrainewar	0.0	Neutral"
"\"#russia’s latest video of “attack” by Ukrainian forces… 😂\"	russia latest video attack ukrainian force	-0.4767	Neutral"
"\"#sanction_russia\"	sanctionrussia	0.0	Neutral"
"\"#sayno_to_war Everyone help Prevent war of US, Ukraine and Russia. Two World wars have taught enough and Third one is not something that should happen. In this globalized world don't think you are not a part. Save lives and love Peace. Show power of democracy and raise your voice\"	saynotowar everyone help prevent war u ukraine russia two world war taught enough third one something happen globalized world dont think part save life love peace show power democracy raise voice	0.0956	Neutral"
"\"#skynews so there you have it then Russia &amp; China resurrect their old Partnership ....and when the Russians invade Ukraine the Chinese will invade Taiwan where every third person you bump into is a US serviceman in civilian clothes how will NATO deal with two attacks?\"	skynews russia amp china resurrect old partnership russian invade ukraine chinese invade taiwan every third person bump u serviceman civilian clothes nato deal two attack	-0.4404	Neutral"
"\"#solidarnizukraina #Rzeszow #koncert #StandWithUkraine https://t.co/n7g8oFeh5E\"	solidarnizukraina rzeszow koncert standwithukraine	0.0	Neutral"
"\"#standingwithukraine #standwithukraine #russiawar #ukraine #russia #art\"	standingwithukraine standwithukraine russiawar ukraine russia art	0.0	Neutral"
"\"#standwithUkraine\"	standwithukraine	0.0	Neutral"
"\"#standwithukraine\"	standwithukraine	0.0	Neutral"
"\"#standwithukraine\"	standwithukraine	0.0	Neutral"
"\"#standwithukraine #defenddemocracy https://t.co/kjSBr1HEAD\"	standwithukraine defenddemocracy	0.0	Neutral"
"\"#standwithukraine #mosen #usa https://t.co/GXC7MXbDzU\"	standwithukraine mosen usa	0.0	Neutral"
"\"#standwithukraine #nonprofit #makeadifference\"	standwithukraine nonprofit makeadifference	0.0	Neutral"
"\"#standwithukraine #standwithukrainenow #Putler #nato #EU https://t.co/toYYfBV74D\"	standwithukraine standwithukrainenow putler nato eu	0.0	Neutral"
"\"#standwithukraine @hnimjamin https://t.co/MsjBOU1PkW\"	standwithukraine	0.0	Neutral"
"\"#standwithukraine https://t.co/0nGAAyJTQu\"	standwithukraine	0.0	Neutral"
"\"#standwithukraine https://t.co/6io4m2BHE5\"	standwithukraine	0.0	Neutral"
"\"#standwithukraine https://t.co/tifnByRZgo\"	standwithukraine	0.0	Neutral"
"\"#standwithukraine 💙💛🇺🇦💛💙 @ Manhattan, New York https://t.co/q7lxCYHVk2\"	standwithukraine manhattan new york	0.0	Neutral"
"\"#sundaymorning Surely 130,000 Russian troops wouldn't be enough to invade a country the size of Ukraine?\"	sundaymorning surely troop wouldnt enough invade country size ukraine	0.4404	Neutral"
"\"#tytlive @AnaKasparian Why would Russia be worried about Ukraine joining NATO? There’s no threat to Russia from Ukraine - they’re the ones who invade and annex territory!\"	tytlive russia worried ukraine joining nato there threat russia ukraine theyre one invade annex territory	-0.7783	Negative"
"\"#ukraina # Ukraine # ukrainewar # russia #putin płonący rosyjski zestaw przeciwlotniczy Pancyr https://t.co/gGvR6iEPaT\"	ukraina ukraine ukrainewar russia putin poncy rosyjski zestaw przeciwlotniczy pancyr	0.0	Neutral"
"\"#ukraine\"	ukraine	0.0	Neutral"
"\"#ukraine #SaveUkraine #StandWithUkraine\"	ukraine saveukraine standwithukraine	0.0	Neutral"
"\"#ukraine #StandWithUkraine️ #Nato https://t.co/2N0pkCJilb\"	ukraine standwithukraine nato	0.0	Neutral"
"\"#ukraine #russia\"	ukraine russia	0.0	Neutral"
"\"#ukraine #russia #StandWithUkraine #worldwar3 #UkraineInvasion 🇺🇦✊🇺🇦✊🇺🇦 https://t.co/GqoYXEnol8\"	ukraine russia standwithukraine worldwar ukraineinvasion	0.0	Neutral"
"\"#ukraine #russia #StandWithUkraine #worldwar3 #UkraineInvasion 🇺🇦✊🇺🇦✊🇺🇦 https://t.co/lKHLv0oWFt\"	ukraine russia standwithukraine worldwar ukraineinvasion	0.0	Neutral"
"\"#ukraine #russia #war #Cherson #Kjiv https://t.co/0rrEZyxZak\"	ukraine russia war cherson kjiv	-0.5994	Negative"
"\"#ukraine #russia possible war. Everybody in Europe is discussing if the #NordStream2 will be shut down as they are afraid of gas price increase. Anybody thinking of 5 Mio refugees and the casualties? It is much more expensive than they can imagine.\"	ukraine russia possible war everybody europe discussing nordstream shut afraid gas price increase anybody thinking mio refugee casualty much expensive imagine	-0.3818	Neutral"
"\"#ukraine #standWithUkraine #nowar 🇺🇦🙏🇺🇦Bitte hilf auch du BITTE🇺🇦🙏🇺🇦„Ausschluss Russlands aus internationalen Sportverbänden” - Jetzt unterschreiben! https://t.co/sGJUkTUB0Y via @ChangeGER\"	ukraine standwithukraine nowar bitte hilf auch du bitteausschluss russlands au internationalen sportverbnden jetzt unterschreiben via	0.0	Neutral"
"\"#ukraine In the past month, it seems that many people have been waiting for Russia to invade Ukraine and hoping that this will not happen!\"	ukraine past month seems many people waiting russia invade ukraine hoping happen	0.4215	Neutral"
"\"#ukraine not letting black ppl shelter or cross the border so 🖕🏾 y’all #Respectfully\"	ukraine letting black ppl shelter cross border yall respectfully	0.4549	Neutral"
"\"#ukraine unfortunately, is about oil and gas in a world that hasn't moved to alternative energy systems.\"	ukraine unfortunately oil gas world hasnt moved alternative energy system	-0.0772	Neutral"
"\"#ukraine. Its not worth it, make Ukraine a NATO free area. Recollect Russia pulling back from Cuba in 1962? Be of equal understanding and pull back NATO from ukraine membership.\"	ukraine worth make ukraine nato free area recollect russia pulling back cuba equal understanding pull back nato ukraine membership	0.3887	Neutral"
"\"#ukrainebreakingnews\"	ukrainebreakingnews	0.0	Neutral"
"\"#ukraineheroes #BraveGeneration #StandWithUkraine https://t.co/MEcfDJErs4\"	ukraineheroes bravegeneration standwithukraine	0.0	Neutral"
"\"#ukraineinvasion\"	ukraineinvasion	0.0	Neutral"
"\"#vladmirPutin engineered this crisis….#NATO should not negotiate with this #Russian terrorist. Time to move thousands of troops in to #Ukraine … call Putin’s bluff.\"	vladmirputin engineered crisisnato negotiate terrorist time move thousand troop ukraine call putin bluff	-0.6908	Negative"
"\"#websuggestion #italy #notizie #flash Where are Russia's troops positioned near Ukraine's borders? - BBC News - https://t.co/rbRIlWm29E https://t.co/vy53bLqJs8\"	websuggestion italy notizie flash russia troop positioned near ukraine border bbc news	0.0	Neutral"
"\"#wesupportrussia\"	wesupportrussia	0.0	Neutral"
"\"#wojna #ukraina #USA #StandWithUkraine https://t.co/S0UI8mTy1J\"	wojna ukraina usa standwithukraine	0.0	Neutral"
"\"#ÚLTIMAHORA ‼️ #URGENTE ‼️\"	ltimahora urgente	0.0	Neutral"
"\"#İyikiDoğdunREİS❣️\"	iyikidodunreis	0.0	Neutral"
"\"#нетвойне #StopWar 🇺🇦❤🇷🇺\"	stopwar	0.0	Neutral"
"\"#яукраїнець #StandWithUkraine #jesuisukrainien\"	standwithukraine jesuisukrainien	0.0	Neutral"
$1 million bounty on Vladimir Putin's head offered by Russian businessmanRussian businessman Alex Konanykhin has offered a $1
$90 Dollars a Barrel of Oil 👉 @POTUS @JoeBiden Building Back Russia &amp; Saudi Arabia Again 💥 Paying for those Russian Troops to hold Weapons against Ukraine on The Border 👀	dollar barrel oil building back russia amp saudi arabia paying troop hold weapon ukraine border	-0.4404	Neutral
$AMD when is the bloodbath over? Can Russia just invade and get this over with or just say screw it and go home!!! 👁	amd bloodbath russia invade get say screw go home	-0.1027	Neutral
$BKKT Bakkt Bullish As People Transfer FIAT Currencies Into Crypto	bkkt bakkt bullish people transfer fiat currency crypto	0.0	Neutral
$BTC Can’t protect his own southern border
$BTC NEW ARTICLE : Bitcoin slides as cryptos fall across the board after Putin orders Russian troops into Ukraine https://t.co/WzZDTYi7UC Get all the latest $BTC.X related news here : https://t.co/d5OtN9qJQp https://t.co/V7PQrrKK7u	btc new article bitcoin slide cryptos fall across board putin order troop ukraine get latest btcx related news	0.0	Neutral
$BTC The people that think russia its just a big game and they arent going to invade are sadly mistaken. ☑	btc people think russia big game arent going invade sadly mistaken	-0.6486	Negative
$BTC did Russia invade yet? ➡	btc russia invade yet	0.0	Neutral
$BTC war in Ukraine ⭐ https://t.co/DO5Cdszm25	btc war ukraine	-0.5994	Negative
$BTC.X $ETH.X $XRP.X Bitcoin Donations for Ukraine Flood in as Border Tensions Escalate https://t.co/cWx2gbU5qd https://t.co/Cv3EpDx1E3 https://t.co/dEh4mS9Rpj	btcx ethx xrpx bitcoin donation ukraine flood border tension escalate	-0.4019	Neutral
$DJI #DowJones $NDX #Nasdaq $SPY #SPY	dji dowjones ndx nasdaq spy spy	0.0	Neutral
$EVEN NEW ARTICLE : ETF Wrap: Watch this ETF if Russia-Ukraine crisis erupts into war
$LMT WAR is imminent
$NIO	nio	0.0	Neutral
$PYPL Live Updates: Russian Troops Will Extend Drills In Belarus
$RSX $ERUS $RSXJ $RUSL $USDRUB	rsx erus rsxj rusl usdrub	0.0	Neutral
$SES in 5.22 with stop. Just because I don't know how ukraine war and rate newa turns out.	s stop dont know ukraine war rate newa turn	-0.7269	Negative
$SPX Stock-market drops ahead of war tend to resemble ‘growth scares
$SPY	spy	0.0	Neutral
$SPY	spy	0.0	Neutral
