rawData	tokens	sentiment	Category
"\"\"U.S. official says 40 to 50% of Russian troops near the border with Ukraine are in \"\"attack positions\"\" - @Reuters\"\"	u official say troop near border ukraine attack position	-0.4767	Neutral"
"\"\"U.S. officials said that \"\"tactical indicators\"\" suggest Russia is moving forward with plans to invade Ukraine. https://t.co/CgwwKwgfii\"\"	u official said tactical indicator suggest russia moving forward plan invade ukraine	0.0	Neutral"
"\"\"U.S. sees continued signs of Russian troops arriving at Ukrainian border, Natl. Security Advisor Jake Sullivan says. The U.S. believes \"\"we are in the window when an invasion could begin at any time\"\" and the U.S. is ready \"\"to respond decisively\"\" https://t.co/hqwFH2tDOY\"\"	u see continued sign troop arriving ukrainian border natl security advisor jake sullivan say u belief window invasion begin time u ready respond decisively	0.5994	Positive"
"\"\"U.S.: \"\"Oh no! Russia's trying to invade Ukraine!\"\"\"	u oh russia trying invade ukraine	-0.296	Neutral"
"\"\"UA Ambassador: Russian Troops give up: \"\"they didn't know that they were brought to Ukraine to kill\"\" https://t.co/kEiftfNxmE This was a brave thing to do. They can't ever go back &amp; they have family still in Russia. I applaud their moral courage.\"\"	ua ambassador troop give didnt know brought ukraine kill brave thing cant ever go back amp family still russia applaud moral courage	0.5994	Positive"
"\"\"UK to impose sanctions on Russian banks and individuals Britain will impose sanctions on five Russian banks and three \"\"very high-net worth individuals\"\" following the deployment of troops to two Moscow-backed regions of Uk... #Global by #EconomicTimes https://t.co/h8PCXWArWX\"\"	uk impose sanction bank individual britain impose sanction five bank three highnet worth individual following deployment troop two moscowbacked region uk global economictimes	-0.3008	Neutral"
"\"\"UMichiganNews: \"\"Given further tension resulting from Russia's troop buildup near Ukraine's border\"	umichigannews given tension resulting russia troop buildup near ukraine border	-0.3182	Neutral"
"\"\"US \"\"intelligence\"\" reports say #Russia will invade #Ukraine in 72 hours and #Australia is more worried about this crap and @ScottMorrisonMP's #ukulele playing.\"	u intelligence report say russia invade ukraine hour australia worried crap ukulele playing	-0.0498	Neutral"
"\"\"US Pres Joe Biden claims \"\"total unanimity\"\" w/European leaders over Russia's troop build-up on its border with Ukraine.\"	u pres joe biden claim total unanimity weuropean leader russia troop buildup border ukraine	0.0	Neutral"
"\"\"US President #Biden said he would commit troops to #NATO countries in the near term. Meanwhile, US Defense Secretary Lloyd Austin said that Russian President  #Putin has a \"\"complete range of military options.\"\"\"\"	u president biden said commit troop nato country near term meanwhile u defense secretary lloyd austin said president putin complete range military option	0.4019	Neutral"
"\"\"US President #JoeBiden says there are 'very high' chances that #Russia will attempt to invade #Ukraine in the \"\"next several days\"\". However\"	u president joebiden say high chance russia attempt invade ukraine next several day however	0.2682	Neutral"
"\"\"US President Biden tells his Ukrainian counterpart Zelenskyy that Washington and its allies would \"\"respond decisively\"\" if Russia moves to invade its pro-Western neighbour https://t.co/ezCpc9uBE9\"\"	u president biden tell ukrainian counterpart zelenskyy washington ally respond decisively russia move invade prowestern neighbour	0.0	Neutral"
"\"\"US President Joe Biden reassured his Ukrainian counterpart Volodymyr Zelensky that Washington \"\"will respond decisively\"\" if Russia moves to invade its pro-Western neighbor.\"	u president joe biden reassured ukrainian counterpart volodymyr zelensky washington respond decisively russia move invade prowestern neighbor	0.4019	Neutral"
"\"\"US President Joe Biden said that a #Russian attack on #Ukraine \"\"is still very possible\"\"\"	u president joe biden said attack ukraine still possible	-0.4767	Neutral"
"\"\"US SecState says \"\"As we meet today\"	u secstate say meet today	0.0	Neutral"
"\"\"US Secretary of State said \"\"implementing no fly zone in Ukraine may lead to full fledged war\"\"\"	u secretary state said implementing fly zone ukraine may lead full fledged war	-0.7269	Negative"
"\"\"US Troops \"\"Will Not Be Engaged\"\" In Russia's Invasion Of Ukraine\"	u troop engaged russia invasion ukraine	-0.3089	Neutral"
"\"\"US and Ukrainian intel say 120,000-125,000 Russian troops at the border to Ukraine right now and \"\"many more are coming\"\".\"\"	u ukrainian intel say troop border ukraine right many coming	0.0	Neutral"
"\"\"US envoy to OSCE: \"\"There are 169\"	u envoy osce	0.0	Neutral"
"\"\"US expects Russia to invade Ukraine next week: report https://t.co/9SFW1medrq via @nypost @DeptofDefense on what evidence? Oh wait the evidence of \"\"I just said so\"\" get fucked\"\"	u expects russia invade ukraine next week report via evidence oh wait evidence said get fucked	-0.6887	Negative"
"\"\"US has \"\"not yet verified\"\" Russia's claim of troop drawdown from Ukraine border\"	u yet verified russia claim troop drawdown ukraine border	0.0	Neutral"
"\"\"US official to @ABC tonight: \"\"Russian troops have moved into 'firing positions' near Ukraine and no sigh of Russia pulling troops back\"\"	u official tonight troop moved firing position near ukraine sigh russia pulling troop back	-0.5423	Negative"
"\"\"US relocating the embassy from Kiev to Lviv could provide insight for \"\"how deep\"\" the US believes Putin is willing to advance into Ukraine if Russia does indeed proceed with invasion.\"	u relocating embassy kiev lviv provide insight deep u belief putin willing advance ukraine russia indeed proceed invasion	0.0	Neutral"
"\"\"US says no breakthrough in \"\"frank and forthright\"\" talks with Russia over Ukraine border crisis https://t.co/FB1cBBWHcB\"\"	u say breakthrough frank forthright talk russia ukraine border crisis	-0.743	Negative"
"\"\"US: \"\"We have intelligence saying Russia:\"	u intelligence saying russia	0.4767	Neutral"
"\"\"USA gob. Send troops to Europe\"\"US to deploy troops to Eastern Europe as tensions continue between Russia and Ukraine\"\"  https://t.co/GxmwvfZbQl\"\"	usa gob send troop europeus deploy troop eastern europe tension continue russia ukraine	-0.4019	Neutral"
"\"\"Ukraine President Seeks Ban On Russia In All Global Airports, Ports\"\"We must close entry for this state in all ports\"	ukraine president seek ban russia global airport portswe close entry state port	-0.5574	Negative"
"\"\"Ukraine crisis: US set to sell Abrams tanks to Poland   https://t.co/a8btL7Y8bf THIS is what the \"\"war scare\"\" is for--it's a marketing device.  @antiwarcom @codepink @labourheartland @bellacaledonia @rabbleca @socialistvoice @jacobinmag @FCNL\"\"	ukraine crisis u set sell abrams tank poland war scare forits marketing device	-0.9042	Negative"
"\"\"Ukraine deploys \"\"MSTA-B\"\" howitzer on Crimean border https://t.co/AOY4Ejv3fZ via @YouTube\"\"	ukraine deploys mstab howitzer crimean border via	0.0	Neutral"
"\"\"Ukraine fell heir to the 'Soviet Army groups' that were \"\"designed to invade Western Europe\"\"\"	ukraine fell heir soviet army group designed invade western europe	0.0	Neutral"
"\"\"Ukraine has accused Russia of perpetrating a cyberattack on its government and private computer networks, calling it the latest move in \"\"Russia's hybrid war against Ukraine.\"\"\"	ukraine accused russia perpetrating cyberattack government private computer network calling latest move russia hybrid war ukraine	-0.7269	Negative"
"\"\"Ukraine has denied this allegation calling it a \"\"provocation.\"\" Unless more evidence is presented\"	ukraine denied allegation calling provocation unless evidence presented	-0.4404	Neutral"
"\"\"Ukraine is not even a member of NATO and it has no place in West's security calculus. Miscreants are plenty but \"\"only the dead have seen the end of war\"\".\"\"	ukraine even member nato place west security calculus miscreant plenty dead seen end war	-0.9217	Negative"
"\"\"Ukraine needs to be accepted into NATO in the middle of the night. Then in the morning, call Russia with the message \"\"neener neener neener\"\".\"\"	ukraine need accepted nato middle night morning call russia message neener neener neener	0.2732	Neutral"
"\"\"Ukraine seeks \"\"immediate ceasefire\"\" and Russian withdrawal in 1st direct talks during Putin's ongoing invasion https://t.co/aXSBa2SJTY via @CBSNews\"	ukraine seek immediate ceasefire withdrawal st direct talk putin ongoing invasion via	0.0258	Neutral"
"\"\"Ukraine used NATO \"\"lethal aid\"\" in the shelling of civilian infrastructure in the DPRУкраина использовала натовскую «летальную помощь» при обстреле гражданск... https://t.co/UOxILkhkIk via @YouTube\"\"	ukraine used nato lethal aid shelling civilian infrastructure dpr via	0.0	Neutral"
"\"\"Ukraine was planned &amp; being used as bait. NATO isn't defensive, it's a white supremacist gang, built to dominate the world, they say \"\"we aren't racist\"	ukraine planned amp used bait nato isnt defensive white supremacist gang built dominate world say arent racist	0.4847	Neutral"
"\"\"Ukraine will create an \"\"IT army\"\" to fight against Russia's digital intrusions. Ukraine has called its #hacker #underground to help protect critical infrastructure and conduct cyber spying missions against Russian troops. #cyberspying #Ukraine #ITarmy https://t.co/x6N3Zf410R\"\"	ukraine create army fight russia digital intrusion ukraine called hacker underground help protect critical infrastructure conduct cyber spying mission troop cyberspying ukraine itarmy	0.3612	Neutral"
"\"\"Ukraine's Ambassador to the UK @VPrystaiko tells me: \"\"The West did nothing about the annexation of Crimea to avoid starting a Third World War. Russia took that territory by force... what next? Will they enlarge their area of influence all the way to Kiev?\"\" https://t.co/VvAuJE0CWo\"\"	ukraine ambassador uk tell west nothing annexation crimea avoid starting third world war russia took territory force next enlarge area influence way kiev	-0.7269	Negative"
"\"\"Ukraine's Zelenskyy urges calm as world leaders work to avert Russian invasion With more than 100,000 Russian troops on his borders, President Volodymyr Zelenskyy said Friday that the reaction of world leaders had created a \"\"panic\"\" in his country. via NPR https://t.co/RBZeWHx7Zy\"\"	ukraine zelenskyy urge calm world leader work avert invasion troop border president volodymyr zelenskyy said friday reaction world leader created panic country via npr	-0.1779	Neutral"
"\"\"Ukraine-Konflikt: Ifo-Chef Clemens Fuest rechnet mit \"\"Preisschock\"\" bei Öl Gas https://t.co/5ExoaNzM0p via @tonline Man muss Lachen - alle sprechen Sie von Krieg und warum ?? weil der Ami mit der NATO um ganz Russland steht\"	ukrainekonflikt ifochef clemens fuest rechnet mit preisschock bei l gas via man mus lachen alle sprechen sie von krieg und warum weil der ami mit der nato um ganz russland steht	0.0	Neutral"
"\"\"Ukraine-Krieg | Flucht nach Polen: \"\"Grenzbeamten zogen sie\"	ukrainekrieg flucht nach polen grenzbeamten zogen sie	0.0	Neutral"
"\"\"Ukraine-Russia Talks \"\"Can't Be Only European Or American\"\": EU To China China should mediate future peace talks between Russia and Ukraine\"	ukrainerussia talk cant european american eu china china mediate future peace talk russia ukraine	0.5423	Positive"
"\"\"Ukrainetalk bei Markus Lanz: \"\"NATO-Beitritt der Ukraine nicht ausschließen\"\" https://t.co/bEClMcmC2v\"\"	ukrainetalk bei markus lanz natobeitritt der ukraine nicht ausschlieen	0.0	Neutral"
"\"\"Ukrainian President Ludimir Zalansky addressed Russian troops today (Monday) and said, \"\"Save your lives and leave.\"\" Zalanski added that 4\"	ukrainian president ludimir zalansky addressed troop today monday said save life leave zalanski added	0.4588	Neutral"
"\"\"Ukrainian President ⁦@ZelenskyyUa⁩ wants residents to remain calm despite Russian troops occupying @Ukraine's border. @POTUS believes there's a \"\"distinct possibility\"\" Russia will invade Ukraine next month. @HollyMAWilliams reports. #CBSWeekendNews https://t.co/XFUt2sDzlt\"\"	ukrainian president want resident remain calm despite troop occupying border belief there distinct possibility russia invade ukraine next month report cbsweekendnews	0.3182	Neutral"
"\"\"Ukrainian warriors\"\"kindly\"\"ask Russian troops not to come to Ukraine\"	ukrainian warriorskindlyask troop come ukraine	0.0	Neutral"
"\"\"Update: In addition to stiff Ukrainian resistance slowing the Russian advance, the Pentagon \"\"is also picking up signs that they’re having problems feeding their troops\"	update addition stiff ukrainian resistance slowing advance pentagon also picking sign theyre problem feeding troop	-0.4019	Neutral"
"\"\"Urgent Reuters: #Russian_troops being deployed in #Belarus for what #Moscow and #Minsk say will be joint #military_exercises are raising concerns that they \"\"potentially\"\" could be used to attack neighboring #Ukraine\"	urgent reuters russiantroops deployed belarus moscow minsk say joint militaryexercises raising concern potentially used attack neighboring ukraine	-0.3182	Neutral"
"\"\"VIDEO: US Sec. of State Antony #Blinken, speaking in Geneva, says he \"\"suggested\"\" to Russian Foreign Minister Sergei #Lavrov that his country prove its intentions by pulling back its troops deployed on #Ukraine's borders https://t.co/dZ6YNHOgdS\"\"	video u sec state antony blinken speaking geneva say suggested foreign minister sergei lavrov country prove intention pulling back troop deployed ukraine border	0.0	Neutral"
"\"\"Very emotional speech by Zelensky today. Expressed disappointment about \"\"weak\"\" NATO meeting\"	emotional speech zelensky today expressed disappointment weak nato meeting	-0.6494	Negative"
"\"\"Very true in terms of the \"\"Putin will invade Finland and Sweden if they move to join NATO!\"\" cries.\"	true term putin invade finland sweden move join nato cry	0.3804	Neutral"
"\"\"Vice President Kamala Harris warned of \"\"severe consequence\"\" should Russia invade Ukraine and reaffirmed the U.S.' commitment to NATO at the Munich Security Conference:\"	vice president kamala harris warned severe consequence russia invade ukraine reaffirmed u commitment nato munich security conference	0.0772	Neutral"
"\"\"Video from social media, it's says that it's Russian troops entering so-called \"\"L/DNR\"\" (oh so conveniently just after Putin signed the decree of its immediate deployment) https://t.co/puZcLEPUko\"\"	video social medium say troop entering socalled ldnr oh conveniently putin signed decree immediate deployment	0.0	Neutral"
"\"\"Vladimir Putin has ordered troops to perform \"\"peacekeeping functions\"\" eastern Ukraine https://t.co/yaQUQpLI0H\"\"	vladimir putin ordered troop perform peacekeeping function eastern ukraine	0.4588	Neutral"
"\"\"War is a negative-sum game, and Putin's senseless imperial invasion of Ukraine is a particularly striking example. There are better and worse outcomes for both countries, but Russia is going to end up much, much worse off even if it \"\"wins\"\"\"	war negativesum game putin senseless imperial invasion ukraine particularly striking example better worse outcome country russia going end much much worse even win	-0.1655	Neutral"
"\"\"Warmongering against Russia in the name of Auschwitz https://t.co/7SVCmdqYi0 [In reality \"\"German crimes in Ukraine incl. Babi Yar\"	warmongering russia name auschwitz reality german crime ukraine incl babi yar	-0.5423	Negative"
"\"\"Was versteht O. CLASEN von der SZ 04.02.22 von Außenpolitik? NIX,da auch kein Geschichtsbewusstsein. Wieso macht es \"\"Deutschland unzuverlässig\"\"(ausser in d  Augen der USA)\"	versteht clasen von der sz von auenpolitik nixda auch kein geschichtsbewusstsein wieso macht e deutschland unzuverlssigausser augen der usa	0.0	Neutral"
"\"\"Watch \"\"8\"	watch	0.0	Neutral"
"\"\"Watch \"\"Over 130\"	watch	0.0	Neutral"
"\"\"Watch \"\"Russia Vs US &amp; NATO Over Ukraine l This Is What Could Be Stopping Putin From Declaring War\"\" on YouTube https://t.co/2KqSwPOQ7r\"\"	watch russia v u amp nato ukraine l stopping putin declaring war youtube	-0.6705	Negative"
"\"\"Watch \"\"Ukraine-Russia War Live News । Ukraine Capital Kyiv Captured by Russia । यूक्रेन पर रूस का कब्ज़ा\"\" on YouTube https://t.co/K6etabULAN\"\"	watch ukrainerussia war live news ukraine capital kyiv captured russia youtube	-0.5994	Negative"
"\"\"Watch \"\"WION reports from the Russia-Ukraine border: Border guards warn of land mines below the snow\"\" on YouTube https://t.co/DMKrXQaF6a\"\"	watch wion report russiaukraine border border guard warn land mine snow youtube	-0.1027	Neutral"
"\"\"Watch \"\"WW3 begins || Britain sends troops to defend Ukraine from the threat of Russian attack\"\" on YouTube https://t.co/cTlUVr6P69\"\"	watch ww begin britain sends troop defend ukraine threat attack youtube	-0.7579	Negative"
"\"\"Watch this journalist press Biden's puppet on there being NO PROOF of Russia wanting to invade. This is \"\"Iraq has WMD's\"\" all over again. https://t.co/JOwVmj0ShN\"\"	watch journalist press bidens puppet proof russia wanting invade iraq wmd	-0.296	Neutral"
"\"\"Watched many disturbing videos of #Indian students crying for help, alleging Ukraine Army not allowing them to cross over border saying \"\"#India didn't vote Ukraine\"\".\"	watched many disturbing video indian student cry help alleging ukraine army allowing cross border saying india didnt vote ukraine	-0.5719	Negative"
"\"\"Watching Secretary Blinken: Russia Making \"\"Non-Starter Demands\"\" Ahead of NATO Talks on Ukraine @CSPAN https://t.co/b5tB45HGWW\"\"	watching secretary blinken russia making nonstarter demand ahead nato talk ukraine	0.0	Neutral"
