rawData	tokens	sentiment	Category
Who has troops on Ukraine's border? https://t.co/MO5bXWiRFT	troop ukraine border	0.0	Neutral
Who have seen the viral images of Indian 🇮🇳students stuck in Ukraine and waving Pakistani flags 🇵🇰to cross Poland border.	seen viral image indian student stuck ukraine waving pakistani flag cross poland border	-0.25	Neutral
Who here would support sending troops into Ukraine?	support sending troop ukraine	0.4019	Neutral
Who in the govt. is advising war with Russia over the fake Russia Collusion hoax and the faked Ukraine phone call leak?  Where is Vidman?	govt advising war russia fake russia collusion hoax faked ukraine phone call leak vidman	-0.8885	Negative
Who in the hell want's Ukraine in NATO?  Another country for the US to support.	hell want ukraine nato another country u support	-0.4404	Neutral
Who invaded who here❓	invaded	0.0	Neutral
Who is going to pay for the loses and destruction of Ukraine. NATO or Russia?	going pay loses destruction ukraine nato russia	-0.7506	Negative
Who is the aggressor
Who is this dopey bloke Howard on @iromg Doesn’t he know anything about #maskirovka (look it up)	dopey bloke howard doesnt know anything maskirovka look	0.0	Neutral
Who needs CIA when we have tik tok? Looking at these Putin is clearly building up to negotiate with a clear aim of taking a part of Ukraine
Who needs a new fleet! LET'S USE TAX $ FOR THOSE CROSSING THE SOUTHERN BORDER
Who needs a war in Ukraine when you have a Tory civil war? Get the popcorn in.	need war ukraine tory civil war get popcorn	-0.8316	Negative
Who really believes Russia will invade Ukraine
Who really belives that the sanctions of the USA and the EU will stop Russias aggression in the Ukraine?	really belives sanction usa eu stop russia aggression ukraine	-0.5267	Negative
Who the f*ck is Bill Ackman?	fck bill ackman	0.0	Neutral
Who thinks that if trump was in office at this time and the same situation was happening on the Ukraine border
Who to believe as West and Russia wage information war over Ukraine https://t.co/OIaodI3bUD	believe west russia wage information war ukraine	-0.5994	Negative
Who to believe as West and Russia wage information war over Ukraine | World News	believe west russia wage information war ukraine world news	-0.5994	Negative
Who told Russian troops to fire on KINDERGARTENS and ORPHANAGES?	told troop fire kindergarten orphanage	-0.34	Neutral
Who wants to bet there was no Intelligence suggesting Russia would invade Ukraine?	want bet intelligence suggesting russia invade ukraine	0.2263	Neutral
Who would benefit from Russia going to war with Ukraine? https://t.co/vWOfaddSui	benefit russia going war ukraine	-0.2263	Neutral
Who's going to back down?	who going back	0.0	Neutral
Whole world hates murderous NATO and is rooting for Russia to stand up to it. Good luck to Russia in unifying with post Soviet territories of Belarus
Whose side would Hungary be on if it entered the war?	whose side hungary entered war	-0.5994	Negative
Why Americans should care about the Russia-Ukraine conflict https://t.co/851hI3FHwR via @YahooNews All of you who stand with Ukraine a plane is waiting GO!	american care russiaukraine conflict via stand ukraine plane waiting go	0.2263	Neutral
Why Did Russia Invade Ukraine – Backgrounder on the Russian Invasion of Ukraine https://t.co/JwOXPGqDha	russia invade ukraine backgrounder invasion ukraine	0.0	Neutral
Why Does #Russia Want To Invade #Ukraine Now? - https://t.co/wV4xT0pDs9 - #Conflict #Europe #NBC #Putin #Russian #Vladimir #VladimirPutin #War	russia want invade ukraine conflict europe nbc putin vladimir vladimirputin war	-0.7096	Negative
Why I think we must #StandWithUkraine https://t.co/L26x40i216	think standwithukraine	0.0	Neutral
Why I worry. Facts.	worry fact	-0.4404	Neutral
Why Indian Students At Ukraine-Poland Border Were ‘Manhandled’? I Tripti... https://t.co/xINLude4Sm via @YouTube	indian student ukrainepoland border manhandled tripti via	0.0	Neutral
Why Is NATO having an issue with joining the war of Ukraine when all you need is @KremlinRussia_E's Head on a Spike. It's less than 5 hrs sail to ST. Petersborg and then commit Eternal Genoicide on Putin and the rest of His ill born people.	nato issue joining war ukraine head spike le hr sail st petersborg commit eternal genoicide putin rest ill born people	-0.6705	Negative
Why Is it Not in Russia's Interest to Invade Ukraine? - VisualPolitik EN https://t.co/hyXF5a38kf via @YouTube	russia interest invade ukraine visualpolitik en via	-0.357	Neutral
Why NATO countries can't agree on how to respond to Russia-Ukraine conflict https://t.co/jzPNFZxO7j via @YouTube	nato country cant agree respond russiaukraine conflict via	-0.5283	Negative
Why NATO is putting its forces on standby? Will it come for Ukraine's defence? | World English News https://t.co/krKhxQS1pw https://t.co/ghEn7eWxYT	nato putting force standby come ukraine defence world english news	0.1027	Neutral
Why NATO matters
Why Putin doesn’t want NATO in Ukraine?	putin doesnt want nato ukraine	-0.0572	Neutral
Why Russia Might Invade Ukraine: 5 Fast Facts You Need to Know https://t.co/WsESVB7lTX via @heavysan	russia invade ukraine fast fact know via	0.0	Neutral
Why Russia Might Not Invade	russia invade	0.0	Neutral
Why Russia Whats To Invade Ukraine? https://t.co/1wVAZFQmqf	russia whats invade ukraine	0.0	Neutral
Why Russia has thousands of troops at Ukraine's border and what could happen next   https://t.co/IdMAmJH5DM	russia thousand troop ukraine border happen next	0.0	Neutral
Why Russia has thousands of troops at Ukraine's border and what could happen next https://t.co/cSsUkJZ4K3	russia thousand troop ukraine border happen next	0.0	Neutral
Why Russia has troops at Ukraine's border and what could happen next https://t.co/1lZdVMkWIt	russia troop ukraine border happen next	0.0	Neutral
Why Russia is Invading Ukraine - https://t.co/zyq3utPYd2	russia invading ukraine	0.0	Neutral
Why Russia needs the peace agreements to invade Ukraine https://t.co/APMWf0uSoC	russia need peace agreement invade ukraine	0.6808	Positive
Why Russia needs the peace agreements to invade Ukraine https://t.co/P20Lq799yO	russia need peace agreement invade ukraine	0.6808	Positive
Why Russia send troops around Ukraine ?	russia send troop around ukraine	0.0	Neutral
Why Russia sent the military to invade Ukraine: Everything You Need to Know https://t.co/HQY33rpqrM	russia sent military invade ukraine everything know	0.0	Neutral
Why Russia won’t invade Ukrainistan - Asia Times https://t.co/mw8ZjHVUuu	russia wont invade ukrainistan asia time	0.0	Neutral
Why Russia? What Damage Can Russia Do To The [DS]
Why Russian attack to Ukraine might be inevitable?🧵	attack ukraine inevitable	-0.4767	Neutral
Why Russian troops are stuck and abandone their vehicles. Interesting read https://t.co/JEFDoShMrr	troop stuck abandone vehicle interesting read	0.1779	Neutral
Why U.S. Spies Can Watch Russian Troops but Not Guess Putin’s Next Move on Ukraine - The Wall Street Journal https://t.co/OzPabnlMJj	u spy watch troop guess putin next move ukraine wall street journal	0.0	Neutral
Why US Isn't Sending Troops in Ukraine
Why US and UK want the Ukraine Conflict to happen? What happened to the wars started by them?	u uk want ukraine conflict happen happened war started	-0.6808	Negative
Why Ukraine Matters: What to Know About the Crisis With Russia https://t.co/yUiajndHrP via @Yahoo If Ukraine says they won't join NATO
Why Ukraine police is not allowing indian student to cross poland border ??	ukraine police allowing indian student cross poland border	0.0	Neutral
Why Ukraine's COVID-19 Problem Is Everyone's Problem (https://t.co/gkOlFTVvKn)	ukraine covid problem everyones problem	-0.6597	Negative
Why Ukraine?	ukraine	0.0	Neutral
Why Ukrainians Are Ready To Fight For Their Democracy: Ukraine is literally surrounded by Russian troops: along its northern border with Belarus
Why Ukrainians Are Ready To Fight For Their Democracy: Ukraine is literally surrounded by Russian troops: along its northern border with Belarus
Why Would Russia Invade Ukraine? #shorts https://t.co/7sU8ww3uao via @YouTube	russia invade ukraine short via	0.0	Neutral
Why Would Russia Invade Ukraine? #shorts https://t.co/HjA93O4eJ1 via @YouTube	russia invade ukraine short via	0.0	Neutral
Why are the US and NATO ‘propaganda for war’ in Ukraine? https://t.co/3w4vqwoCXg	u nato propaganda war ukraine	-0.7096	Negative
Why are the US and rest of the NATO Allies waiting till Russia attacks Ukraine to enact hard sanctions. Why not do it now? They shouldn’t be used as consequences - use them as deterrents. Don’t wait until war starts. @CNN @MSNBC @mikiebarb @maddow @POTUS @NATO @USEmbRuPress	u rest nato ally waiting till russia attack ukraine enact hard sanction shouldnt used consequence use deterrent dont wait war start	-0.0397	Neutral
Why are the daily papers printing photos of an old woman who survived a gas explosion in 2018 but stating this was taken in the bombing of  Ukraine 2022 FAKE NEWS PEOPLE  DO NOT BELIEVE THIS CRAP NATO WANTS A WAR	daily paper printing photo old woman survived gas explosion stating taken bombing ukraine fake news people believe crap nato want war	-0.9239	Negative
Why are we considering starting a new war for the border of #UKRAINE
Why are we getting in the middle of this Ukraine Russia thing? Did they want to make money because they caused a war again and contractors are out of work!	getting middle ukraine russia thing want make money caused war contractor work	-0.5574	Negative
Why are we not helping Ukraine?Could it be cause Ukraine leaders were going after Hunty at Burisma?Just curious anything we can do to stop thugs in RU! I do hope Kiev kept several rocket launchers during the fall.Maybe they have ICBMs the dont mess w us. Just NO US troops please!	helping ukrainecould cause ukraine leader going hunty burismajust curious anything stop thug ru hope kiev kept several rocket launcher fallmaybe icbm dont mess w u u troop please	0.5142	Positive
Why are we so lenient?!  Russian troops at Ukraine border are extreme provocations!  We must implement chip blockade now
Why are we the only ones getting involved in the Ukraine situation? Isn’t NATO made up of multiple countries?	one getting involved ukraine situation isnt nato made multiple country	0.0	Neutral
Why are “brave” #Ukrainian patriots holding traumatised Blacks
Why can Ukraine Soldiers protect their Borders but U.S. Soldiers are not allowed to protect our U.S. Southern Border? https://t.co/fr2C6AzUxg	ukraine soldier protect border u soldier allowed protect u southern border	0.6369	Positive
Why can we The English people have a say whether we send troops over to the Ukraine?? If putin kicks off all he needs to do is send a nuclear rocket to England and we are frazzled. I like living thanks. An don't want Doris jeopardising my life.	english people say whether send troop ukraine putin kick need send nuclear rocket england frazzled like living thanks dont want doris jeopardising life	0.6343	Positive
Why can't Ukraine join NATO? They've every right to choose their own path and they are totally justified in standing up to Russia. They are certainly not bound to Putin. He's a bully with delusions of Sovietism
Why can't the start the war. Whoever start the war will win. If Russia start ir then they will own Ukraine.	cant start war whoever start war win russia start ir ukraine	-0.6124	Negative
Why can't you show the same resolve and tell Putin if he orders his army to attack Ukraine it will be considered as an act of war against the U.S. Let the Chinese know that if they attack Taiwan that will be considered an act of war against the U.S.! con't	cant show resolve tell putin order army attack ukraine considered act war u let chinese know attack taiwan considered act war u cont	-0.9081	Negative
Why can’t #NATO mobilize air support to ukraine now. Things could be a lot worse by morning https://t.co/XC6B7yguAM	cant nato mobilize air support ukraine thing lot worse morning	-0.1027	Neutral
Why did GOD Let Russia INVADE Ukraine? 💥Whose side is JESUS on? 🇺🇦🇷🇺 How... https://t.co/BJfcUTbROg via @YouTube	god let russia invade ukraine whose side jesus via	0.2732	Neutral
Why did GOD Let Russia INVADE Ukraine? 💥Whose side is JESUS on? 🇺🇦🇷🇺 How... https://t.co/BYtS9Iq1aU via @YouTube	god let russia invade ukraine whose side jesus via	0.2732	Neutral
Why did Putin invade? Welcome to the resource wars - predicted long ago. When Ukraine started hiring western companies to exploit newly found gas and oil in Ukrainian land &amp; sea
Why did Russia invade Ukraine? https://t.co/a9vVFLrtyP	russia invade ukraine	0.0	Neutral
Why did no one speak for Iraq when the United States attacked Iraq and for Ukraine when Russia attacked Ukraine? Is it because this is not a war initiated by the United States? The war in Iraq killed more than 20000 people and injured more than 40000. #Russian #UkraineRussianWar	one speak iraq united state attacked iraq ukraine russia attacked ukraine war initiated united state war iraq killed people injured ukrainerussianwar	-0.5435	Negative
Why didn't Russia invade Ukraine when Trump was president? Hint - it has everything to do with how awful of a leader Trump was.	didnt russia invade ukraine trump president hint everything awful leader trump	-0.4588	Neutral
Why didn't Russia invade during Trump's presidency?	didnt russia invade trump presidency	0.0	Neutral
Why didn’t UK impose economic sanctions two weeks ago on Russia &amp; oligarchs &amp; say we’ll reverse it once Russian troops are withdrawn ? https://t.co/mPqFJBJS6t	didnt uk impose economic sanction two week ago russia amp oligarch amp say well reverse troop withdrawn	0.4567	Neutral
Why do I have less sympathy for Ukraine in its ‘war’ with Russia than for Taiwan in its conflict with China?	le sympathy ukraine war russia taiwan conflict china	-0.6115	Negative
Why do Jews need Israel?	jew israel	0.0	Neutral
Why do Westerners – in particular
Why do countries not agree to consider Ukraine as a neutral country like Switzerland because its strategic position makes it suitable for this task
Why do we care more about Ukraine’s border than our own?!	care ukraine border	0.4939	Neutral
Why do we need to stand with Ukraine? US started the War on Terror in 2001
Why do we want Ukraine in NATO again?	want ukraine nato	0.0772	Neutral
Why do you ignore fact that it is #USA which has almost forced #NATO &amp; through its installed regime in #Ukraine tried to place it's missiles on #Russia border &amp; post it's army near #Russian border https://t.co/gOSCO9xOio	ignore fact usa almost forced nato amp installed regime ukraine tried place missile russia border amp post army near border	-0.6378	Negative
Why do you think it is that people don't realise how bad the govt is in Ukraine? Our MSM is utterly failing us.	think people dont realise bad govt ukraine msm utterly failing u	-0.1884	Neutral
Why does #Russia want to invade Ukraine	russia want invade ukraine	0.0772	Neutral
Why does Biden &amp; his administration protect Ukraines border and not Americas southern border. absolutely despicable and disgusting.  After Biden has let nearly 2 million illegal immigrants cross our borders and does nothing! and now he is so worried about Ukraine.	biden amp administration protect ukraine border america southern border absolutely despicable disgusting biden let nearly million illegal immigrant cross border nothing worried ukraine	-0.8191	Negative
Why does Biden and the DC establishment seem to want war in Ukraine more than the Russians and the Ukrainians	biden dc establishment seem want war ukraine russian ukrainian	-0.5574	Negative
Why does ITV quote a demand of Putin that can’t happen. Ukraine couldn’t join NATO so it’s irrelevant… #ITV #Ukraine	itv quote demand putin cant happen ukraine couldnt join nato irrelevant itv ukraine	-0.3374	Neutral
Why does NATO just declare Ukraine a NATO nation? This simple move would give Putin pause.	nato declare ukraine nato nation simple move give putin pause	0.0	Neutral
Why does Poland support Ukrainians so much? #Ukraine #Україна #Украина #нетвойне #плен #STOPRussia #StopWar #StandWithUkraine #UkraineRussiaWar https://t.co/LeK66hsLWQ	poland support ukrainian much ukraine stoprussia stopwar standwithukraine ukrainerussiawar	0.4019	Neutral
Why does Putin wants Ukraine
Why does Russia continually put its boot on the throat of Ukraine?  Kick Russia out of Crimea. Do not just send weapons
Why does Russia need Ukraine as a buffer from NATO when no former Russian Warsaw Pact. Nation has 200
Why does Russia not want Ukraine to join Nato? Putin’s warning of a full-scale war with Europe explained	russia want ukraine join nato putin warning fullscale war europe explained	-0.6511	Negative
Why does Russia want to block Ukraine from joining Nato? https://t.co/Wm2ywjdHj6	russia want block ukraine joining nato	-0.3818	Neutral
Why does Russia want to invade Ukraine anyway?	russia want invade ukraine anyway	0.0772	Neutral
Why does Russia want to invade Ukraine now? https://t.co/60cJFSfYAl via @nbcnews	russia want invade ukraine via	0.0772	Neutral
Why does Russia want to invade Ukraine?	russia want invade ukraine	0.0772	Neutral
Why does Russia want to invade Ukraine? Background of the conflict and what happens if Putin launches invasion https://t.co/TviKbgfLyv	russia want invade ukraine background conflict happens putin launch invasion	-0.25	Neutral
Why does Russia want to invade Ukraine? To rewrite the post-Cold War order https://t.co/g2F67MxqtM via @NBCNewsTHINK	russia want invade ukraine rewrite postcold war order via	-0.5574	Negative
Why does Russia want to invade Ukraine? https://t.co/xdUNCBQdA9 #hodler #hodl #hodlercapitalgroup #news #worldnews #breakingnews https://t.co/Ij8azQPSvs	russia want invade ukraine hodler hodl hodlercapitalgroup news worldnews breakingnews	0.0772	Neutral
Why does it seem like liberals desperately want Russia to attack Ukraine? do they really want war that badly?	seem like liberal desperately want russia attack ukraine really want war badly	-0.8714	Negative
Why does it seem like we send troops into every middle eastern country when there is turmoil
Why does the US think Russia will invade Ukraine in the coming days? - B... https://t.co/wNgygLrC08 via @YouTube	u think russia invade ukraine coming day b via	0.0	Neutral
Why does the US think Russia will invade Ukraine in the coming days? – BBC Newsnight https://t.co/ow8bb376eP	u think russia invade ukraine coming day bbc newsnight	0.0	Neutral
Why does the west tolerate a “WARMONGER” everyday is a sabre rattle with Putin. Somebody should draw a line
Why does the world news keep asking the same dumb question about why #Putin might invade #Ukraine? 100% correct. It's the oil &amp; gas. #Ukraine has it and is Russia's main future competitor based on available reserves. Just like #Crimea he will steal it. https://t.co/3V7ZMffsM6	world news keep asking dumb question putin invade ukraine correct oil amp gas ukraine russia main future competitor based available reserve like crimea steal	-0.6124	Negative
Why does this Tory government desperately want their own version of WWII? Seems like they're actively pushing for Russia to invade Ukraine.	tory government desperately want version wwii seems like theyre actively pushing russia invade ukraine	0.3612	Neutral
Why doesn’t Biden just tell Putin that if he invades The Ukraine we definitely will add to NATO every other country on its border that wants to join?	doesnt biden tell putin invades ukraine definitely add nato every country border want join	0.5994	Positive
Why doesn’t NATO go into Ukraine and occupy it?  We have as much right to take over Ukraine as Russia!	doesnt nato go ukraine occupy much right take ukraine russia	0.0	Neutral
Why doesn’t Ukraine just invade Russia instead?	doesnt ukraine invade russia instead	0.0	Neutral
Why don’t they go to the border of Ukraine. Do something worthwhile… https://t.co/2dyEIDMLpK	dont go border ukraine something worthwhile	0.34	Neutral
Why don’t we let Russia take little Ukraine and as a treat we invade Canada #geopolitics	dont let russia take little ukraine treat invade canada geopolitics	0.4019	Neutral
Why don’t we sanction Russia now? Putting troops on Ukraine’s border is an act of aggression! https://t.co/vpy9ag4SFm	dont sanction russia putting troop ukraine border act aggression	-0.296	Neutral
Why else would the US have setup missiles near the Russian border?	else u setup missile near border	0.0	Neutral
Why has #Zelensky remained relatively quiet in the face of Russian mobilization on his border? Here’s a few theories I’ve had recently in a thread. 🧵 #ukraine /1	zelensky remained relatively quiet face mobilization border here theory ive recently thread ukraine	0.0	Neutral
Why hasn't Ukraine put their military at the border
Why hasn’t Putin or the Russian leadership showed any footage of him talking to his troops
Why in the world are we getting involved in this crap against Russian troops on Ukraine. And let China do what they want to in the China sea!! And if NATO isn't sending troops why should we!!it's their back door!!! And why isn't the president  telling us this crap instead of JOHN	world getting involved crap troop ukraine let china want china sea nato isnt sending troop weits back door isnt president telling u crap instead john	-0.6908	Negative
Why is @NPR's @AMartinezLA in Ukraine? If NPR thinks Russia's about to invade
Why is American media pushing war so badly? They all have been saying a Russian invasion of Ukraine is “imminent” for the past 3 weeks now. @CNN @FoxNews @MSNBC @newsmax	american medium pushing war badly saying invasion ukraine imminent past week	-0.8356	Negative
Why is Biden instigating a war between Ukraine and Russia?	biden instigating war ukraine russia	-0.5994	Negative
Why is Biden/Sen Amy Klobuchar start an Atomic World War 3 by shipping weapons and troops to Ukraine?	bidensen amy klobuchar start atomic world war shipping weapon troop ukraine	-0.7783	Negative
Why is Britain not supporting Ukraine with troops? https://t.co/wwwX58qKdc	britain supporting ukraine troop	-0.3412	Neutral
Why is Germany resistant to NATO pressure to arm #Ukraine or impose sanctions on #Russia?	germany resistant nato pressure arm ukraine impose sanction russia	-0.5267	Negative
Why is Joe Buyden so worried about Ukraine borders when he doesn’t give a damn about our own border. He seems to be allergic to the truth	joe buyden worried ukraine border doesnt give damn border seems allergic truth	-0.1301	Neutral
Why is Liz Truss making public MI6 reports on Ukraine saying Russia is plotting a coup in Kiev? The last MI6 report published—on Saddam Husein's non-existent  'weapons of mass destruction’—got us into a war in Iraq.	liz truss making public mi report ukraine saying russia plotting coup kiev last mi report publishedon saddam huseins nonexistent weapon mass destructiongot u war iraq	-0.7783	Negative
Why is NATO and the EU again accepting the weaponization of refugees by Putin? Ukraine needs NATO ground troops
Why is NATO only committing 12-13k troops  to defend against 150k Russia attack of the Ukraine?	nato committing k troop defend k russia attack ukraine	-0.4215	Neutral
Why is Putin tryna invade Ukraine? Russia don’t even have that much money to be invading anywhere n Ukraine don’t even fw Russia like that	putin tryna invade ukraine russia dont even much money invading anywhere n ukraine dont even fw russia like	0.3612	Neutral
Why is Russia 'threatening' to invade Ukraine	russia threatening invade ukraine	-0.5267	Negative
Why is Russia insistent upon invading the Ukraine? Putin must be thirsty to initiate an unprovoked attack? Is there a platinum mine in the Ukraine that Putin has his heart set on claiming? ... Invade to acquire more natural resources for the Russian Federation?	russia insistent upon invading ukraine putin thirsty initiate unprovoked attack platinum mine ukraine putin heart set claiming invade acquire natural resource federation	-0.079	Neutral
Why is Russia invading Ukraine? - Evie Barrett
Why is Russia threatening Ukraine? #Ukraine #Russia #NATO #US #Putin	russia threatening ukraine ukraine russia nato u putin	-0.5267	Negative
Why is Russia worried about NATO - and what does it have to do with Ukraine? | World News | Sky News  I’d order my forces to take America off maps with salvo of hundreds of chemical bombs
Why is Ukraine's border more sacred than ours?  Can't we close our own border?	ukraine border sacred cant close border	0.0	Neutral
Why is Zelenskyy on the streets of Ukraine with what seems like minimal protection? Why hasn’t he been moved to Poland? Couldn’t the West even effectively assist in those efforts? Is the next atrocity watching a public execution on RT? @McFaul @stavridisj #StandWithUkraine	zelenskyy street ukraine seems like minimal protection hasnt moved poland couldnt west even effectively assist effort next atrocity watching public execution rt standwithukraine	0.6597	Positive
Why is dumb fuck Biden sending our troops to babysit Ukraine and NATO. Absolutely BS. Keep our freaking troops safe at home. #FJB #LETSGOBRANDON	dumb fuck biden sending troop babysit ukraine nato absolutely b keep freaking troop safe home fjb letsgobrandon	-0.7717	Negative
Why is it acceptable for #NATO not to give #Ukraine the support it needed with joining the alliance while it’s been facing an existential threat for the last 8 years?	acceptable nato give ukraine support needed joining alliance facing existential threat last year	0.1531	Neutral
Why is it all the news channels are spending 24 seven coverage of Ukraine but we haven’t heard a single thing about the disaster at our southern border for weeks. Not to mention child trafficking and the endless amount of drugs flowing into this country.	news channel spending seven coverage ukraine havent heard single thing disaster southern border week mention child trafficking endless amount drug flowing country	-0.7684	Negative
Why is it always those who dont have to fight who wants the war the most?	always dont fight want war	-0.4051	Neutral
Why is it that the Biden/Blinken plan doesn't directly arm Ukraine
Why is it there still demanding the shots when it was stopped and unconstitutional .Worrying about that look what’s going on in this country food fuel metal plastic over priced .Borders wide open Russia looking to invade Ukraine nuclear test in Korea .	still demanding shot stopped unconstitutional worrying look whats going country food fuel metal plastic priced border wide open russia looking invade ukraine nuclear test korea	-0.6369	Negative
Why is no one talking about Roma in ukraine they stole a tank from the Russians	one talking rom ukraine stole tank russian	-0.296	Neutral
Why is nobody stepping in in Ukraine…send foreign troops over Putin won’t attack them surely…if he does light everyone up	nobody stepping ukrainesend foreign troop putin wont attack surelyif light everyone	0.3724	Neutral
Why is the #US repeatedly giving the insinuation of an imminent war?	u repeatedly giving insinuation imminent war	-0.3612	Neutral
Why is the Biden admin concerned about a border 5000 miles away in another country? He has no concern for  the integrity of America's border. Why is he sending weapons to protect Ukraine's border when many Americans are killed because of USA border breaches? #Bidenbuildthatwall	biden admin concerned border mile away another country concern integrity america border sending weapon protect ukraine border many american killed usa border breach bidenbuildthatwall	-0.6597	Negative
Why is the Biden administration so focused on Ukraine’s border than the security of the American southern border from terrorists flooding into the nation?	biden administration focused ukraine border security american southern border terrorist flooding nation	0.1695	Neutral
Why is the US and NATO scared of Putin.  President Zelensky asked for a no fly zone over Ukraine and for fighter jets from the US and Nato. Officials say there is a divide among countries about whether or not individual nations should provide Ukraine aircraft due to the risks.	u nato scared putin president zelensky asked fly zone ukraine fighter jet u nato official say divide among country whether individual nation provide ukraine aircraft due risk	-0.6808	Negative
Why is the US at war with Russia over Ukraine issue today? Do Nepali brokers know that Nepali brokers are embarrassed to understand MCC's 6 billion advance from US? Why Russia is at war: Russia is selling gas to many European countries
Why is the US making biological weapons at the Ukraine/Russian border? To find out the answers to this and other questions
Why is the US not helping Ukraine fight the Russians. They where quick to attack Iraq and Libia. Is it because of the oil? Seems Russia is a adversary to be taken seriously. Are we on the brink of world war 3? What wil the role of China be?	u helping ukraine fight russian quick attack iraq libia oil seems russia adversary taken seriously brink world war wil role china	-0.8483	Negative
Why is the US press showing that the Russian invasion in imminent while Ukraine's own press is saying this is being over-blown by wester media?  This sounds like more like 'wag the dog' yellow press than an immanent invasion of Ukraine by Russia.  Just say No to more War.	u press showing invasion imminent ukraine press saying overblown wester medium sound like like wag dog yellow press immanent invasion ukraine russia say war	-0.4351	Neutral
Why is the Ukraine President going to Germany when there is a potential war coming to his country?	ukraine president going germany potential war coming country	-0.5994	Negative
Why is the United States going into Ukraine?  We have no reason to be getting involved with this potential war.  Germany isn’t even getting involved and they are right there.	united state going ukraine reason getting involved potential war germany isnt even getting involved right	-0.5106	Negative
Why is the media asking Schiff anything? He's a McCarthyite serial liar and Russophobe.	medium asking schiff anything he mccarthyite serial liar russophobe	-0.5106	Negative
Why is ukraine being racist to Indians at the border and not letting them leave. https://t.co/6PmVPYvt8K	ukraine racist indian border letting leave	-0.593	Negative
Why is western media lying about the casualties in Ukraine
Why isn't the Biden administration doing more to help the people dying in Ukraine why? This does not make sense. Why didn't he do anything when he knew Russia would invade Ukraine. What happen to the agreement to protect Ukraine if they gave up their nuclear weapon. Why why? https://t.co/cUPudwBSJl	isnt biden administration help people dying ukraine make sense didnt anything knew russia invade ukraine happen agreement protect ukraine gave nuclear weapon	0.7635	Positive
Why isn't western media reporting this side of the conflict?	isnt western medium reporting side conflict	-0.3182	Neutral
Why isn’t the treatment of African residents in Ukraine being covered by the big news outlets? They’re being blocked from buses that are headed to the Ukrainian border. Border guards harassing them and saying that they’re prioritizing Ukrainians first.	isnt treatment african resident ukraine covered big news outlet theyre blocked bus headed ukrainian border border guard harassing saying theyre prioritizing ukrainian first	-0.6808	Negative
Why keep funding Putuns war with	keep funding putuns war	-0.5994	Negative
Why modern Saudi arabia and UAE has not been yet joining NATO (murderous team) like turkey	modern saudi arabia uae yet joining nato murderous team like turkey	-0.4019	Neutral
Why no MP from MK family going to Ukraine border but other  MPs? Because it's too cold there?	mp mk family going ukraine border mp cold	-0.1531	Neutral
Why not 149
Why not consider a treaty limiting the expansion of NATO and any Russian alliance to stop this stupid war from starting ? Why stupid ? B/c #Ukraine in fact has nothing to do with it. The contenders are Russia and the United States.	consider treaty limiting expansion nato alliance stop stupid war starting stupid bc ukraine fact nothing contender russia united state	-0.9062	Negative
Why oh why didn't Ukraine prepare for inevitable invasion by Russian tanks and vehicles
Why on earth is there any question as to whether or not Putin‘s actions in Ukraine
